
> Task :compileJava

> Task :processResources NO-SOURCE
> Task :classes

> Task :run
algorithmName,arraySize,arrayType,shufflePercentage,isInverted,timeTaken
assignment1.BubbleSortUntilNoChange@330bedb4,67184,Integer,50,false,29054347336
assignment1.BubbleSortWhileNeeded@2503dbd3,67184,Integer,50,false,17969760892
assignment1.BubbleSortPassPerItem@14dad5dc,67184,Integer,75,false,28999388999
assignment1.BubbleSortUntilNoChange@330bedb4,67184,Integer,75,false,31600637858
assignment1.BubbleSortWhileNeeded@2503dbd3,67184,Integer,75,false,20070168154
assignment1.BubbleSortPassPerItem@14dad5dc,87781,Integer,100,true,43398147697
assignment1.BubbleSortUntilNoChange@330bedb4,87781,Integer,100,true,45828703029
assignment1.BubbleSortWhileNeeded@2503dbd3,87781,Integer,100,true,29299407489
assignment1.BubbleSortPassPerItem@14dad5dc,87781,Integer,25,false,45399498098
assignment1.BubbleSortUntilNoChange@330bedb4,87781,Integer,25,false,48672656461
assignment1.BubbleSortWhileNeeded@2503dbd3,87781,Integer,25,false,29729862189
assignment1.BubbleSortPassPerItem@14dad5dc,87781,Integer,50,false,47137341908
assignment1.BubbleSortUntilNoChange@330bedb4,87781,Integer,50,false,50812130984
assignment1.BubbleSortWhileNeeded@2503dbd3,87781,Integer,50,false,31565582660
assignment1.BubbleSortPassPerItem@14dad5dc,87781,Integer,75,false,50459228299
assignment1.BubbleSortUntilNoChange@330bedb4,87781,Integer,75,false,54663257225
assignment1.BubbleSortWhileNeeded@2503dbd3,87781,Integer,75,false,35095333213
assignment1.BubbleSortPassPerItem@14dad5dc,65582,Integer,100,true,23982062973
assignment1.BubbleSortUntilNoChange@330bedb4,65582,Integer,100,true,25173174845
assignment1.BubbleSortWhileNeeded@2503dbd3,65582,Integer,100,true,15381225118
assignment1.BubbleSortPassPerItem@14dad5dc,65582,Integer,25,false,26448684247
assignment1.BubbleSortUntilNoChange@330bedb4,65582,Integer,25,false,27542425695
assignment1.BubbleSortWhileNeeded@2503dbd3,65582,Integer,25,false,16414201406
assignment1.BubbleSortPassPerItem@14dad5dc,65582,Integer,50,false,26160937131
assignment1.BubbleSortUntilNoChange@330bedb4,65582,Integer,50,false,28663006866
assignment1.BubbleSortWhileNeeded@2503dbd3,65582,Integer,50,false,17462259295
assignment1.BubbleSortPassPerItem@14dad5dc,65582,Integer,75,false,28319398918
assignment1.BubbleSortUntilNoChange@330bedb4,65582,Integer,75,false,30087018752
assignment1.BubbleSortWhileNeeded@2503dbd3,65582,Integer,75,false,18965397570
assignment1.BubbleSortPassPerItem@12a3a380,8494,Double,100,true,685131904
assignment1.BubbleSortUntilNoChange@29453f44,8494,Double,100,true,669442484
assignment1.BubbleSortWhileNeeded@5cad8086,8494,Double,100,true,362204529
assignment1.BubbleSortPassPerItem@12a3a380,8494,Double,25,false,641157612
assignment1.BubbleSortUntilNoChange@29453f44,8494,Double,25,false,160963222
assignment1.BubbleSortWhileNeeded@5cad8086,8494,Double,25,false,26942916
assignment1.BubbleSortPassPerItem@12a3a380,8494,Double,50,false,685792413
assignment1.BubbleSortUntilNoChange@29453f44,8494,Double,50,false,349155123
assignment1.BubbleSortWhileNeeded@5cad8086,8494,Double,50,false,118370475
assignment1.BubbleSortPassPerItem@12a3a380,8494,Double,75,false,741953451
assignment1.BubbleSortUntilNoChange@29453f44,8494,Double,75,false,570033195
assignment1.BubbleSortWhileNeeded@5cad8086,8494,Double,75,false,286150180
assignment1.BubbleSortPassPerItem@12a3a380,1128,Double,100,true,8586219
assignment1.BubbleSortUntilNoChange@29453f44,1128,Double,100,true,7852918
assignment1.BubbleSortWhileNeeded@5cad8086,1128,Double,100,true,4775104
assignment1.BubbleSortPassPerItem@12a3a380,1128,Double,25,false,6823851
assignment1.BubbleSortUntilNoChange@29453f44,1128,Double,25,false,1888652
assignment1.BubbleSortWhileNeeded@5cad8086,1128,Double,25,false,581481
assignment1.BubbleSortPassPerItem@12a3a380,1128,Double,50,false,7606699
assignment1.BubbleSortUntilNoChange@29453f44,1128,Double,50,false,4053225
assignment1.BubbleSortWhileNeeded@5cad8086,1128,Double,50,false,1931766
assignment1.BubbleSortPassPerItem@12a3a380,1128,Double,75,false,8842742
assignment1.BubbleSortUntilNoChange@29453f44,1128,Double,75,false,6724697
assignment1.BubbleSortWhileNeeded@5cad8086,1128,Double,75,false,4030655
assignment1.BubbleSortPassPerItem@12a3a380,6692,Double,100,true,398049289
assignment1.BubbleSortUntilNoChange@29453f44,6692,Double,100,true,391827758
assignment1.BubbleSortWhileNeeded@5cad8086,6692,Double,100,true,220610879
assignment1.BubbleSortPassPerItem@12a3a380,6692,Double,25,false,375458634
assignment1.BubbleSortUntilNoChange@29453f44,6692,Double,25,false,93976679
assignment1.BubbleSortWhileNeeded@5cad8086,6692,Double,25,false,16514643
assignment1.BubbleSortPassPerItem@12a3a380,6692,Double,50,false,399759005
assignment1.BubbleSortUntilNoChange@29453f44,6692,Double,50,false,209026832
assignment1.BubbleSortWhileNeeded@5cad8086,6692,Double,50,false,71546810
assignment1.BubbleSortPassPerItem@12a3a380,6692,Double,75,false,429005594
assignment1.BubbleSortUntilNoChange@29453f44,6692,Double,75,false,339610540
assignment1.BubbleSortWhileNeeded@5cad8086,6692,Double,75,false,168990688
assignment1.BubbleSortPassPerItem@12a3a380,3019,Double,100,true,69707866
assignment1.BubbleSortUntilNoChange@29453f44,3019,Double,100,true,69385229
assignment1.BubbleSortWhileNeeded@5cad8086,3019,Double,100,true,38681886
assignment1.BubbleSortPassPerItem@12a3a380,3019,Double,25,false,62116528
assignment1.BubbleSortUntilNoChange@29453f44,3019,Double,25,false,16270189
assignment1.BubbleSortWhileNeeded@5cad8086,3019,Double,25,false,3152834
assignment1.BubbleSortPassPerItem@12a3a380,3019,Double,50,false,66399998
assignment1.BubbleSortUntilNoChange@29453f44,3019,Double,50,false,36747138
assignment1.BubbleSortWhileNeeded@5cad8086,3019,Double,50,false,13423578
assignment1.BubbleSortPassPerItem@12a3a380,3019,Double,75,false,74440661
assignment1.BubbleSortUntilNoChange@29453f44,3019,Double,75,false,60736754
assignment1.BubbleSortWhileNeeded@5cad8086,3019,Double,75,false,31542795
assignment1.BubbleSortPassPerItem@12a3a380,7185,Double,100,true,357910014
assignment1.BubbleSortUntilNoChange@29453f44,7185,Double,100,true,342086641
assignment1.BubbleSortWhileNeeded@5cad8086,7185,Double,100,true,202418495
assignment1.BubbleSortPassPerItem@12a3a380,7185,Double,25,false,334591072
assignment1.BubbleSortUntilNoChange@29453f44,7185,Double,25,false,85409669
assignment1.BubbleSortWhileNeeded@5cad8086,7185,Double,25,false,17701998
assignment1.BubbleSortPassPerItem@12a3a380,7185,Double,50,false,350076508
assignment1.BubbleSortUntilNoChange@29453f44,7185,Double,50,false,193282118
assignment1.BubbleSortWhileNeeded@5cad8086,7185,Double,50,false,72063997
assignment1.BubbleSortPassPerItem@12a3a380,7185,Double,75,false,386302488
assignment1.BubbleSortUntilNoChange@29453f44,7185,Double,75,false,310764764
assignment1.BubbleSortWhileNeeded@5cad8086,7185,Double,75,false,157980633
assignment1.BubbleSortPassPerItem@12a3a380,7629,Double,100,true,517202410
assignment1.BubbleSortUntilNoChange@29453f44,7629,Double,100,true,509360449
assignment1.BubbleSortWhileNeeded@5cad8086,7629,Double,100,true,292617382
assignment1.BubbleSortPassPerItem@12a3a380,7629,Double,25,false,492897466
assignment1.BubbleSortUntilNoChange@29453f44,7629,Double,25,false,122578939
assignment1.BubbleSortWhileNeeded@5cad8086,7629,Double,25,false,21475123
assignment1.BubbleSortPassPerItem@12a3a380,7629,Double,50,false,516701169
assignment1.BubbleSortUntilNoChange@29453f44,7629,Double,50,false,273531323
assignment1.BubbleSortWhileNeeded@5cad8086,7629,Double,50,false,95063367
assignment1.BubbleSortPassPerItem@12a3a380,7629,Double,75,false,569722851
assignment1.BubbleSortUntilNoChange@29453f44,7629,Double,75,false,437672906
assignment1.BubbleSortWhileNeeded@5cad8086,7629,Double,75,false,224264967
assignment1.BubbleSortPassPerItem@12a3a380,2013,Double,100,true,28886406
assignment1.BubbleSortUntilNoChange@29453f44,2013,Double,100,true,28209579
assignment1.BubbleSortWhileNeeded@5cad8086,2013,Double,100,true,15943577
assignment1.BubbleSortPassPerItem@12a3a380,2013,Double,25,false,24664843
assignment1.BubbleSortUntilNoChange@29453f44,2013,Double,25,false,6327455
assignment1.BubbleSortWhileNeeded@5cad8086,2013,Double,25,false,1355795
assignment1.BubbleSortPassPerItem@12a3a380,2013,Double,50,false,26637133
assignment1.BubbleSortUntilNoChange@29453f44,2013,Double,50,false,14597813
assignment1.BubbleSortWhileNeeded@5cad8086,2013,Double,50,false,5817993
assignment1.BubbleSortPassPerItem@12a3a380,2013,Double,75,false,29844460
assignment1.BubbleSortUntilNoChange@29453f44,2013,Double,75,false,24296988
assignment1.BubbleSortWhileNeeded@5cad8086,2013,Double,75,false,13312402
assignment1.BubbleSortPassPerItem@12a3a380,4871,Double,100,true,196619348
assignment1.BubbleSortUntilNoChange@29453f44,4871,Double,100,true,194951291
assignment1.BubbleSortWhileNeeded@5cad8086,4871,Double,100,true,110913863
assignment1.BubbleSortPassPerItem@12a3a380,4871,Double,25,false,182638203
assignment1.BubbleSortUntilNoChange@29453f44,4871,Double,25,false,47765125
assignment1.BubbleSortWhileNeeded@5cad8086,4871,Double,25,false,8450409
assignment1.BubbleSortPassPerItem@12a3a380,4871,Double,50,false,191704358
assignment1.BubbleSortUntilNoChange@29453f44,4871,Double,50,false,101421899
assignment1.BubbleSortWhileNeeded@5cad8086,4871,Double,50,false,35623755
assignment1.BubbleSortPassPerItem@12a3a380,4871,Double,75,false,210637622
assignment1.BubbleSortUntilNoChange@29453f44,4871,Double,75,false,166045732
assignment1.BubbleSortWhileNeeded@5cad8086,4871,Double,75,false,86570295
assignment1.BubbleSortPassPerItem@12a3a380,6427,Double,100,true,365757733
assignment1.BubbleSortUntilNoChange@29453f44,6427,Double,100,true,360531819
assignment1.BubbleSortWhileNeeded@5cad8086,6427,Double,100,true,201134882
assignment1.BubbleSortPassPerItem@12a3a380,6427,Double,25,false,351285393
assignment1.BubbleSortUntilNoChange@29453f44,6427,Double,25,false,84365906
assignment1.BubbleSortWhileNeeded@5cad8086,6427,Double,25,false,15106398
assignment1.BubbleSortPassPerItem@12a3a380,6427,Double,50,false,366545749
assignment1.BubbleSortUntilNoChange@29453f44,6427,Double,50,false,191318548
assignment1.BubbleSortWhileNeeded@5cad8086,6427,Double,50,false,65394191
assignment1.BubbleSortPassPerItem@12a3a380,6427,Double,75,false,397884454
assignment1.BubbleSortUntilNoChange@29453f44,6427,Double,75,false,308155464
assignment1.BubbleSortWhileNeeded@5cad8086,6427,Double,75,false,156608543
assignment1.BubbleSortPassPerItem@12a3a380,7957,Double,100,true,564076442
assignment1.BubbleSortUntilNoChange@29453f44,7957,Double,100,true,553646754
assignment1.BubbleSortWhileNeeded@5cad8086,7957,Double,100,true,317328523
assignment1.BubbleSortPassPerItem@12a3a380,7957,Double,25,false,541823811
assignment1.BubbleSortUntilNoChange@29453f44,7957,Double,25,false,133631400
assignment1.BubbleSortWhileNeeded@5cad8086,7957,Double,25,false,23166219
assignment1.BubbleSortPassPerItem@12a3a380,7957,Double,50,false,563035457
assignment1.BubbleSortUntilNoChange@29453f44,7957,Double,50,false,296831869
assignment1.BubbleSortWhileNeeded@5cad8086,7957,Double,50,false,101782540
assignment1.BubbleSortPassPerItem@12a3a380,7957,Double,75,false,615647378
assignment1.BubbleSortUntilNoChange@29453f44,7957,Double,75,false,479594390
assignment1.BubbleSortWhileNeeded@5cad8086,7957,Double,75,false,244248402
assignment1.BubbleSortPassPerItem@12a3a380,10773,Double,100,true,1041022480
assignment1.BubbleSortUntilNoChange@29453f44,10773,Double,100,true,1027927734
assignment1.BubbleSortWhileNeeded@5cad8086,10773,Double,100,true,601457611
assignment1.BubbleSortPassPerItem@12a3a380,10773,Double,25,false,1004030220
assignment1.BubbleSortUntilNoChange@29453f44,10773,Double,25,false,254503164
assignment1.BubbleSortWhileNeeded@5cad8086,10773,Double,25,false,43767796
assignment1.BubbleSortPassPerItem@12a3a380,10773,Double,50,false,1049124868
assignment1.BubbleSortUntilNoChange@29453f44,10773,Double,50,false,551456476
assignment1.BubbleSortWhileNeeded@5cad8086,10773,Double,50,false,195633841
assignment1.BubbleSortPassPerItem@12a3a380,10773,Double,75,false,1150739841
assignment1.BubbleSortUntilNoChange@29453f44,10773,Double,75,false,898361688
assignment1.BubbleSortWhileNeeded@5cad8086,10773,Double,75,false,466265777
assignment1.BubbleSortPassPerItem@12a3a380,30339,Double,100,true,8389500956
assignment1.BubbleSortUntilNoChange@29453f44,30339,Double,100,true,8289637434
assignment1.BubbleSortWhileNeeded@5cad8086,30339,Double,100,true,4955928315
assignment1.BubbleSortPassPerItem@12a3a380,30339,Double,25,false,8161667231
assignment1.BubbleSortUntilNoChange@29453f44,30339,Double,25,false,2108711649
assignment1.BubbleSortWhileNeeded@5cad8086,30339,Double,25,false,396615534
assignment1.BubbleSortPassPerItem@12a3a380,30339,Double,50,false,8576488588
assignment1.BubbleSortUntilNoChange@29453f44,30339,Double,50,false,4489128498
assignment1.BubbleSortWhileNeeded@5cad8086,30339,Double,50,false,1764582058
assignment1.BubbleSortPassPerItem@12a3a380,30339,Double,75,false,9416089662
assignment1.BubbleSortUntilNoChange@29453f44,30339,Double,75,false,7409082934
assignment1.BubbleSortWhileNeeded@5cad8086,30339,Double,75,false,4065214817
assignment1.BubbleSortPassPerItem@12a3a380,31940,Double,100,true,9310418104
assignment1.BubbleSortUntilNoChange@29453f44,31940,Double,100,true,9195416194
assignment1.BubbleSortWhileNeeded@5cad8086,31940,Double,100,true,5522824170
assignment1.BubbleSortPassPerItem@12a3a380,31940,Double,25,false,9013515497
assignment1.BubbleSortUntilNoChange@29453f44,31940,Double,25,false,2328007119
assignment1.BubbleSortWhileNeeded@5cad8086,31940,Double,25,false,444601664
assignment1.BubbleSortPassPerItem@12a3a380,31940,Double,50,false,9462173635
assignment1.BubbleSortUntilNoChange@29453f44,31940,Double,50,false,4982349006
assignment1.BubbleSortWhileNeeded@5cad8086,31940,Double,50,false,1956437161
assignment1.BubbleSortPassPerItem@12a3a380,31940,Double,75,false,10550187455
assignment1.BubbleSortUntilNoChange@29453f44,31940,Double,75,false,8271836986
assignment1.BubbleSortWhileNeeded@5cad8086,31940,Double,75,false,4562232761
assignment1.BubbleSortPassPerItem@12a3a380,41865,Double,100,true,16167742953
assignment1.BubbleSortUntilNoChange@29453f44,41865,Double,100,true,15913666798
assignment1.BubbleSortWhileNeeded@5cad8086,41865,Double,100,true,9371584949
assignment1.BubbleSortPassPerItem@12a3a380,41865,Double,25,false,15617254235
assignment1.BubbleSortUntilNoChange@29453f44,41865,Double,25,false,3976946270
assignment1.BubbleSortWhileNeeded@5cad8086,41865,Double,25,false,733343407
assignment1.BubbleSortPassPerItem@12a3a380,41865,Double,50,false,16422956680
assignment1.BubbleSortUntilNoChange@29453f44,41865,Double,50,false,8700080151
assignment1.BubbleSortWhileNeeded@5cad8086,41865,Double,50,false,3306111068
assignment1.BubbleSortPassPerItem@12a3a380,41865,Double,75,false,18112038972
assignment1.BubbleSortUntilNoChange@29453f44,41865,Double,75,false,14129726112
assignment1.BubbleSortWhileNeeded@5cad8086,41865,Double,75,false,7762548456
assignment1.BubbleSortPassPerItem@12a3a380,32408,Double,100,true,9717542611
assignment1.BubbleSortUntilNoChange@29453f44,32408,Double,100,true,9595181316
assignment1.BubbleSortWhileNeeded@5cad8086,32408,Double,100,true,5726505037
assignment1.BubbleSortPassPerItem@12a3a380,32408,Double,25,false,9445431365
assignment1.BubbleSortUntilNoChange@29453f44,32408,Double,25,false,2420055822
assignment1.BubbleSortWhileNeeded@5cad8086,32408,Double,25,false,458016630
assignment1.BubbleSortPassPerItem@12a3a380,32408,Double,50,false,9909734583
assignment1.BubbleSortUntilNoChange@29453f44,32408,Double,50,false,5203137672
assignment1.BubbleSortWhileNeeded@5cad8086,32408,Double,50,false,2027733206
assignment1.BubbleSortPassPerItem@12a3a380,32408,Double,75,false,10892487591
assignment1.BubbleSortUntilNoChange@29453f44,32408,Double,75,false,8503637607
assignment1.BubbleSortWhileNeeded@5cad8086,32408,Double,75,false,4693183878
assignment1.BubbleSortPassPerItem@12a3a380,14997,Double,100,true,2056209414
assignment1.BubbleSortUntilNoChange@29453f44,14997,Double,100,true,2021693155
assignment1.BubbleSortWhileNeeded@5cad8086,14997,Double,100,true,1205263479
assignment1.BubbleSortPassPerItem@12a3a380,14997,Double,25,false,1998773811
assignment1.BubbleSortUntilNoChange@29453f44,14997,Double,25,false,500319566
assignment1.BubbleSortWhileNeeded@5cad8086,14997,Double,25,false,89184645
assignment1.BubbleSortPassPerItem@12a3a380,14997,Double,50,false,2086807498
assignment1.BubbleSortUntilNoChange@29453f44,14997,Double,50,false,1091670405
assignment1.BubbleSortWhileNeeded@5cad8086,14997,Double,50,false,402264838
assignment1.BubbleSortPassPerItem@12a3a380,14997,Double,75,false,2277988686
assignment1.BubbleSortUntilNoChange@29453f44,14997,Double,75,false,1773455366
assignment1.BubbleSortWhileNeeded@5cad8086,14997,Double,75,false,951314935
assignment1.BubbleSortPassPerItem@12a3a380,19869,Double,100,true,3615706800
assignment1.BubbleSortUntilNoChange@29453f44,19869,Double,100,true,3552226537
assignment1.BubbleSortWhileNeeded@5cad8086,19869,Double,100,true,2135890819
assignment1.BubbleSortPassPerItem@12a3a380,19869,Double,25,false,3496308042
assignment1.BubbleSortUntilNoChange@29453f44,19869,Double,25,false,896205439
assignment1.BubbleSortWhileNeeded@5cad8086,19869,Double,25,false,163469646
assignment1.BubbleSortPassPerItem@12a3a380,19869,Double,50,false,3657749990
assignment1.BubbleSortUntilNoChange@29453f44,19869,Double,50,false,1886350491
assignment1.BubbleSortWhileNeeded@5cad8086,19869,Double,50,false,562349765
assignment1.BubbleSortPassPerItem@12a3a380,19869,Double,75,false,2779751735
assignment1.BubbleSortUntilNoChange@29453f44,19869,Double,75,false,2234496121
assignment1.BubbleSortWhileNeeded@5cad8086,19869,Double,75,false,1262141353
assignment1.BubbleSortPassPerItem@12a3a380,36715,Double,100,true,12582493743
assignment1.BubbleSortUntilNoChange@29453f44,36715,Double,100,true,12425861661
assignment1.BubbleSortWhileNeeded@5cad8086,36715,Double,100,true,7384822127
assignment1.BubbleSortPassPerItem@12a3a380,36715,Double,25,false,12228089128
assignment1.BubbleSortUntilNoChange@29453f44,36715,Double,25,false,3075870471
assignment1.BubbleSortWhileNeeded@5cad8086,36715,Double,25,false,598653206
assignment1.BubbleSortPassPerItem@12a3a380,36715,Double,50,false,12805131199
assignment1.BubbleSortUntilNoChange@29453f44,36715,Double,50,false,6717285749
assignment1.BubbleSortWhileNeeded@5cad8086,36715,Double,50,false,2624212856
assignment1.BubbleSortPassPerItem@12a3a380,36715,Double,75,false,14088764793
assignment1.BubbleSortUntilNoChange@29453f44,36715,Double,75,false,11098819519
assignment1.BubbleSortWhileNeeded@5cad8086,36715,Double,75,false,6072103272
assignment1.BubbleSortPassPerItem@12a3a380,27982,Double,100,true,7246997060
assignment1.BubbleSortUntilNoChange@29453f44,27982,Double,100,true,7160635851
assignment1.BubbleSortWhileNeeded@5cad8086,27982,Double,100,true,4282870219
assignment1.BubbleSortPassPerItem@12a3a380,27982,Double,25,false,7032640613
assignment1.BubbleSortUntilNoChange@29453f44,27982,Double,25,false,1813650429
assignment1.BubbleSortWhileNeeded@5cad8086,27982,Double,25,false,337860002
assignment1.BubbleSortPassPerItem@12a3a380,27982,Double,50,false,7368309525
assignment1.BubbleSortUntilNoChange@29453f44,27982,Double,50,false,3863055133
assignment1.BubbleSortWhileNeeded@5cad8086,27982,Double,50,false,1489755679
assignment1.BubbleSortPassPerItem@12a3a380,27982,Double,75,false,8087905523
assignment1.BubbleSortUntilNoChange@29453f44,27982,Double,75,false,6933372094
assignment1.BubbleSortWhileNeeded@5cad8086,27982,Double,75,false,3469505437
assignment1.BubbleSortPassPerItem@12a3a380,45224,Double,100,true,13087061283
assignment1.BubbleSortUntilNoChange@29453f44,45224,Double,100,true,12613518147
assignment1.BubbleSortWhileNeeded@5cad8086,45224,Double,100,true,7717972144
assignment1.BubbleSortPassPerItem@12a3a380,45224,Double,25,false,12552688883
assignment1.BubbleSortUntilNoChange@29453f44,45224,Double,25,false,3359086580
assignment1.BubbleSortWhileNeeded@5cad8086,45224,Double,25,false,717983022
assignment1.BubbleSortPassPerItem@12a3a380,45224,Double,50,false,13195163415
assignment1.BubbleSortUntilNoChange@29453f44,45224,Double,50,false,7303412835
assignment1.BubbleSortWhileNeeded@5cad8086,45224,Double,50,false,2987395386
assignment1.BubbleSortPassPerItem@12a3a380,45224,Double,75,false,14601335588
assignment1.BubbleSortUntilNoChange@29453f44,45224,Double,75,false,11910877668
assignment1.BubbleSortWhileNeeded@5cad8086,45224,Double,75,false,6832971769
assignment1.BubbleSortPassPerItem@12a3a380,66855,Double,100,true,49837930350
assignment1.BubbleSortUntilNoChange@29453f44,66855,Double,100,true,50656032795
assignment1.BubbleSortWhileNeeded@5cad8086,66855,Double,100,true,24831366674
assignment1.BubbleSortPassPerItem@12a3a380,66855,Double,25,false,48054788955
assignment1.BubbleSortUntilNoChange@29453f44,66855,Double,25,false,12391529951
assignment1.BubbleSortWhileNeeded@5cad8086,66855,Double,25,false,2092173681
assignment1.BubbleSortPassPerItem@12a3a380,66855,Double,50,false,50007016185
assignment1.BubbleSortUntilNoChange@29453f44,66855,Double,50,false,26383872786
assignment1.BubbleSortWhileNeeded@5cad8086,66855,Double,50,false,8850227995
assignment1.BubbleSortPassPerItem@12a3a380,66855,Double,75,false,54080682664
assignment1.BubbleSortUntilNoChange@29453f44,66855,Double,75,false,42752510073
assignment1.BubbleSortWhileNeeded@5cad8086,66855,Double,75,false,20426322130
assignment1.BubbleSortPassPerItem@12a3a380,94566,Double,100,true,74764449798
assignment1.BubbleSortUntilNoChange@29453f44,94566,Double,100,true,72948295007
assignment1.BubbleSortWhileNeeded@5cad8086,94566,Double,100,true,38426290286
assignment1.BubbleSortPassPerItem@12a3a380,94566,Double,25,false,71475331968
assignment1.BubbleSortUntilNoChange@29453f44,94566,Double,25,false,18477523439
assignment1.BubbleSortWhileNeeded@5cad8086,94566,Double,25,false,3232013619
assignment1.BubbleSortPassPerItem@12a3a380,94566,Double,50,false,74847841327
assignment1.BubbleSortUntilNoChange@29453f44,94566,Double,50,false,40172058563
assignment1.BubbleSortWhileNeeded@5cad8086,94566,Double,50,false,13504115946
assignment1.BubbleSortPassPerItem@12a3a380,94566,Double,75,false,83562070629
assignment1.BubbleSortUntilNoChange@29453f44,94566,Double,75,false,66981728833
assignment1.BubbleSortWhileNeeded@5cad8086,94566,Double,75,false,32805085499
assignment1.BubbleSortPassPerItem@12a3a380,57543,Double,100,true,21848539966
assignment1.BubbleSortUntilNoChange@29453f44,57543,Double,100,true,20690045755
assignment1.BubbleSortWhileNeeded@5cad8086,57543,Double,100,true,12530363931
assignment1.BubbleSortPassPerItem@12a3a380,57543,Double,25,false,20993262109
assignment1.BubbleSortUntilNoChange@29453f44,57543,Double,25,false,5558397628
assignment1.BubbleSortWhileNeeded@5cad8086,57543,Double,25,false,1161220736
assignment1.BubbleSortPassPerItem@12a3a380,57543,Double,50,false,22024860811
assignment1.BubbleSortUntilNoChange@29453f44,57543,Double,50,false,12128307921
assignment1.BubbleSortWhileNeeded@5cad8086,57543,Double,50,false,4875832128
assignment1.BubbleSortPassPerItem@12a3a380,57543,Double,75,false,24347062549
assignment1.BubbleSortUntilNoChange@29453f44,57543,Double,75,false,19931408847
assignment1.BubbleSortWhileNeeded@5cad8086,57543,Double,75,false,11166058874
assignment1.BubbleSortPassPerItem@12a3a380,82918,Double,100,true,93939809124
assignment1.BubbleSortUntilNoChange@29453f44,82918,Double,100,true,94541871796
assignment1.BubbleSortWhileNeeded@5cad8086,82918,Double,100,true,42041356767
assignment1.BubbleSortPassPerItem@12a3a380,82918,Double,25,false,88603625390
assignment1.BubbleSortUntilNoChange@29453f44,82918,Double,25,false,22617470581
assignment1.BubbleSortWhileNeeded@5cad8086,82918,Double,25,false,3282405856
assignment1.BubbleSortPassPerItem@12a3a380,82918,Double,50,false,92840425360
assignment1.BubbleSortUntilNoChange@29453f44,82918,Double,50,false,48779845875
assignment1.BubbleSortWhileNeeded@5cad8086,82918,Double,50,false,13838097430
assignment1.BubbleSortPassPerItem@12a3a380,82918,Double,75,false,101290298997
assignment1.BubbleSortUntilNoChange@29453f44,82918,Double,75,false,78855332476
assignment1.BubbleSortWhileNeeded@5cad8086,82918,Double,75,false,31993408185
assignment1.BubbleSortPassPerItem@12a3a380,79703,Double,100,true,63085615584
assignment1.BubbleSortUntilNoChange@29453f44,79703,Double,100,true,61432052905
assignment1.BubbleSortWhileNeeded@5cad8086,79703,Double,100,true,30249938649
assignment1.BubbleSortPassPerItem@12a3a380,79703,Double,25,false,59316540706
assignment1.BubbleSortUntilNoChange@29453f44,79703,Double,25,false,15614058077
assignment1.BubbleSortWhileNeeded@5cad8086,79703,Double,25,false,2268464857
assignment1.BubbleSortPassPerItem@12a3a380,79703,Double,50,false,62763454126
assignment1.BubbleSortUntilNoChange@29453f44,79703,Double,50,false,33378746450
assignment1.BubbleSortWhileNeeded@5cad8086,79703,Double,50,false,10354195551
assignment1.BubbleSortPassPerItem@12a3a380,79703,Double,75,false,69729075499
assignment1.BubbleSortUntilNoChange@29453f44,79703,Double,75,false,53692540798
assignment1.BubbleSortWhileNeeded@5cad8086,79703,Double,75,false,25516235539
assignment1.BubbleSortPassPerItem@12a3a380,54691,Double,100,true,20058024037
assignment1.BubbleSortUntilNoChange@29453f44,54691,Double,100,true,19076342529
assignment1.BubbleSortWhileNeeded@5cad8086,54691,Double,100,true,11378820442
assignment1.BubbleSortPassPerItem@12a3a380,54691,Double,25,false,19189274883
assignment1.BubbleSortUntilNoChange@29453f44,54691,Double,25,false,5115349144
assignment1.BubbleSortWhileNeeded@5cad8086,54691,Double,25,false,1052197825
assignment1.BubbleSortPassPerItem@12a3a380,54691,Double,50,false,20146381792
assignment1.BubbleSortUntilNoChange@29453f44,54691,Double,50,false,11006290303
assignment1.BubbleSortWhileNeeded@5cad8086,54691,Double,50,false,4378544920
assignment1.BubbleSortPassPerItem@12a3a380,54691,Double,75,false,22235837903
assignment1.BubbleSortUntilNoChange@29453f44,54691,Double,75,false,18155281654
assignment1.BubbleSortWhileNeeded@5cad8086,54691,Double,75,false,10034835405
assignment1.BubbleSortPassPerItem@12a3a380,59340,Double,100,true,35139286341
assignment1.BubbleSortUntilNoChange@29453f44,59340,Double,100,true,35470694907
assignment1.BubbleSortWhileNeeded@5cad8086,59340,Double,100,true,19153459352
assignment1.BubbleSortPassPerItem@12a3a380,59340,Double,25,false,34239536141
assignment1.BubbleSortUntilNoChange@29453f44,59340,Double,25,false,8902670976
assignment1.BubbleSortWhileNeeded@5cad8086,59340,Double,25,false,1623032001
assignment1.BubbleSortPassPerItem@12a3a380,59340,Double,50,false,35993749477
assignment1.BubbleSortUntilNoChange@29453f44,59340,Double,50,false,19069105023
assignment1.BubbleSortWhileNeeded@5cad8086,59340,Double,50,false,6949223867
assignment1.BubbleSortPassPerItem@12a3a380,59340,Double,75,false,39324178947
assignment1.BubbleSortUntilNoChange@29453f44,59340,Double,75,false,31063741039
assignment1.BubbleSortWhileNeeded@5cad8086,59340,Double,75,false,15994804541
assignment1.BubbleSortPassPerItem@12a3a380,93951,Double,100,true,79630361129
assignment1.BubbleSortUntilNoChange@29453f44,93951,Double,100,true,74787320633
assignment1.BubbleSortWhileNeeded@5cad8086,93951,Double,100,true,38531861296
