
> Task :compileJava

> Task :processResources NO-SOURCE
> Task :classes

> Task :run
algorithmName,arraySize,arrayType,shufflePercentage,isInverted,timeTaken
assignment1.BubbleSortPassPerItem@12a3a380,93951,Double,25,false,73892132274
assignment1.BubbleSortUntilNoChange@29453f44,93951,Double,25,false,19114803101
assignment1.BubbleSortWhileNeeded@5cad8086,93951,Double,25,false,3177317373
assignment1.BubbleSortPassPerItem@12a3a380,93951,Double,50,false,77318712289
assignment1.BubbleSortUntilNoChange@29453f44,93951,Double,50,false,41614832914
assignment1.BubbleSortWhileNeeded@5cad8086,93951,Double,50,false,13451705364
assignment1.BubbleSortPassPerItem@12a3a380,93951,Double,75,false,85851032160
assignment1.BubbleSortUntilNoChange@29453f44,93951,Double,75,false,74796076943
assignment1.BubbleSortWhileNeeded@5cad8086,93951,Double,75,false,32996266034
assignment1.BubbleSortPassPerItem@12a3a380,80191,Double,100,true,46801827665
assignment1.BubbleSortUntilNoChange@29453f44,80191,Double,100,true,44419430657
assignment1.BubbleSortWhileNeeded@5cad8086,80191,Double,100,true,25473858779
assignment1.BubbleSortPassPerItem@12a3a380,80191,Double,25,false,44711800387
assignment1.BubbleSortUntilNoChange@29453f44,80191,Double,25,false,11838818591
assignment1.BubbleSortWhileNeeded@5cad8086,80191,Double,25,false,2324768428
assignment1.BubbleSortPassPerItem@12a3a380,80191,Double,50,false,46965935097
assignment1.BubbleSortUntilNoChange@29453f44,80191,Double,50,false,25556932326
assignment1.BubbleSortWhileNeeded@5cad8086,80191,Double,50,false,9734574751
assignment1.BubbleSortPassPerItem@12a3a380,80191,Double,75,false,51835405516
assignment1.BubbleSortUntilNoChange@29453f44,80191,Double,75,false,41902800921
assignment1.BubbleSortWhileNeeded@5cad8086,80191,Double,75,false,22285505313
assignment1.BubbleSortPassPerItem@12a3a380,83464,Double,100,true,44995924568
assignment1.BubbleSortUntilNoChange@29453f44,83464,Double,100,true,42784680134
assignment1.BubbleSortWhileNeeded@5cad8086,83464,Double,100,true,26418913140
assignment1.BubbleSortPassPerItem@12a3a380,83464,Double,25,false,43234951981
assignment1.BubbleSortUntilNoChange@29453f44,83464,Double,25,false,11703431090
assignment1.BubbleSortWhileNeeded@5cad8086,83464,Double,25,false,2498347200
assignment1.BubbleSortPassPerItem@12a3a380,83464,Double,50,false,45635585194
assignment1.BubbleSortUntilNoChange@29453f44,83464,Double,50,false,25267506523
assignment1.BubbleSortWhileNeeded@5cad8086,83464,Double,50,false,10549448993
assignment1.BubbleSortPassPerItem@12a3a380,83464,Double,75,false,50824875436
assignment1.BubbleSortUntilNoChange@29453f44,83464,Double,75,false,42474616037
assignment1.BubbleSortWhileNeeded@5cad8086,83464,Double,75,false,24243525750
assignment1.BubbleSortPassPerItem@61bbe9ba,6727,String,100,true,815297497
assignment1.BubbleSortUntilNoChange@610455d6,6727,String,100,true,797124640
assignment1.BubbleSortWhileNeeded@511d50c0,6727,String,100,true,394043363
assignment1.BubbleSortPassPerItem@61bbe9ba,6727,String,25,false,839563582
assignment1.BubbleSortUntilNoChange@610455d6,6727,String,25,false,214084328
assignment1.BubbleSortWhileNeeded@511d50c0,6727,String,25,false,31091515
assignment1.BubbleSortPassPerItem@61bbe9ba,6727,String,50,false,862818376
assignment1.BubbleSortUntilNoChange@610455d6,6727,String,50,false,440240690
assignment1.BubbleSortWhileNeeded@511d50c0,6727,String,50,false,124750029
assignment1.BubbleSortPassPerItem@61bbe9ba,6727,String,75,false,888581479
assignment1.BubbleSortUntilNoChange@610455d6,6727,String,75,false,667815387
assignment1.BubbleSortWhileNeeded@511d50c0,6727,String,75,false,282322312
assignment1.BubbleSortPassPerItem@61bbe9ba,9497,String,100,true,1593985560
assignment1.BubbleSortUntilNoChange@610455d6,9497,String,100,true,1558292172
assignment1.BubbleSortWhileNeeded@511d50c0,9497,String,100,true,734220761
assignment1.BubbleSortPassPerItem@61bbe9ba,9497,String,25,false,1710080174
assignment1.BubbleSortUntilNoChange@610455d6,9497,String,25,false,430076957
assignment1.BubbleSortWhileNeeded@511d50c0,9497,String,25,false,59886117
assignment1.BubbleSortPassPerItem@61bbe9ba,9497,String,50,false,1743438576
assignment1.BubbleSortUntilNoChange@610455d6,9497,String,50,false,885154027
assignment1.BubbleSortWhileNeeded@511d50c0,9497,String,50,false,245572405
assignment1.BubbleSortPassPerItem@61bbe9ba,9497,String,75,false,1725022879
assignment1.BubbleSortUntilNoChange@610455d6,9497,String,75,false,1380741786
assignment1.BubbleSortWhileNeeded@511d50c0,9497,String,75,false,555743259
assignment1.BubbleSortPassPerItem@61bbe9ba,5245,String,100,true,432071616
assignment1.BubbleSortUntilNoChange@610455d6,5245,String,100,true,454468911
assignment1.BubbleSortWhileNeeded@511d50c0,5245,String,100,true,199534957
assignment1.BubbleSortPassPerItem@61bbe9ba,5245,String,25,false,484406152
assignment1.BubbleSortUntilNoChange@610455d6,5245,String,25,false,127920080
assignment1.BubbleSortWhileNeeded@511d50c0,5245,String,25,false,16402807
assignment1.BubbleSortPassPerItem@61bbe9ba,5245,String,50,false,494431880
assignment1.BubbleSortUntilNoChange@610455d6,5245,String,50,false,264225498
assignment1.BubbleSortWhileNeeded@511d50c0,5245,String,50,false,68863428
assignment1.BubbleSortPassPerItem@61bbe9ba,5245,String,75,false,510323493
assignment1.BubbleSortUntilNoChange@610455d6,5245,String,75,false,399404294
assignment1.BubbleSortWhileNeeded@511d50c0,5245,String,75,false,159052712
assignment1.BubbleSortPassPerItem@61bbe9ba,3474,String,100,true,180582583
assignment1.BubbleSortUntilNoChange@610455d6,3474,String,100,true,189690177
assignment1.BubbleSortWhileNeeded@511d50c0,3474,String,100,true,84978051
assignment1.BubbleSortPassPerItem@61bbe9ba,3474,String,25,false,202857238
assignment1.BubbleSortUntilNoChange@610455d6,3474,String,25,false,51482630
assignment1.BubbleSortWhileNeeded@511d50c0,3474,String,25,false,6810399
assignment1.BubbleSortPassPerItem@61bbe9ba,3474,String,50,false,207663489
assignment1.BubbleSortUntilNoChange@610455d6,3474,String,50,false,111091226
assignment1.BubbleSortWhileNeeded@511d50c0,3474,String,50,false,28848076
assignment1.BubbleSortPassPerItem@61bbe9ba,3474,String,75,false,215007506
assignment1.BubbleSortUntilNoChange@610455d6,3474,String,75,false,169540427
assignment1.BubbleSortWhileNeeded@511d50c0,3474,String,75,false,66599028
assignment1.BubbleSortPassPerItem@61bbe9ba,9886,String,100,true,1615410548
assignment1.BubbleSortUntilNoChange@610455d6,9886,String,100,true,1687484336
assignment1.BubbleSortWhileNeeded@511d50c0,9886,String,100,true,745125532
assignment1.BubbleSortPassPerItem@61bbe9ba,9886,String,25,false,1770831183
assignment1.BubbleSortUntilNoChange@610455d6,9886,String,25,false,463737070
assignment1.BubbleSortWhileNeeded@511d50c0,9886,String,25,false,63576055
assignment1.BubbleSortPassPerItem@61bbe9ba,9886,String,50,false,1808301023
assignment1.BubbleSortUntilNoChange@610455d6,9886,String,50,false,960119735
assignment1.BubbleSortWhileNeeded@511d50c0,9886,String,50,false,261617821
assignment1.BubbleSortPassPerItem@61bbe9ba,9886,String,75,false,1860136664
assignment1.BubbleSortUntilNoChange@610455d6,9886,String,75,false,1470388335
assignment1.BubbleSortWhileNeeded@511d50c0,9886,String,75,false,590441291
assignment1.BubbleSortPassPerItem@61bbe9ba,8866,String,100,true,1280561531
assignment1.BubbleSortUntilNoChange@610455d6,8866,String,100,true,1339863644
assignment1.BubbleSortWhileNeeded@511d50c0,8866,String,100,true,594624943
assignment1.BubbleSortPassPerItem@61bbe9ba,8866,String,25,false,1408465940
assignment1.BubbleSortUntilNoChange@610455d6,8866,String,25,false,372851120
assignment1.BubbleSortWhileNeeded@511d50c0,8866,String,25,false,50367272
assignment1.BubbleSortPassPerItem@61bbe9ba,8866,String,50,false,1437538909
assignment1.BubbleSortUntilNoChange@610455d6,8866,String,50,false,764517192
assignment1.BubbleSortWhileNeeded@511d50c0,8866,String,50,false,208829748
assignment1.BubbleSortPassPerItem@61bbe9ba,8866,String,75,false,1484734541
assignment1.BubbleSortUntilNoChange@610455d6,8866,String,75,false,1168340527
assignment1.BubbleSortWhileNeeded@511d50c0,8866,String,75,false,472384165
assignment1.BubbleSortPassPerItem@61bbe9ba,6301,String,100,true,673282066
assignment1.BubbleSortUntilNoChange@610455d6,6301,String,100,true,704626107
assignment1.BubbleSortWhileNeeded@511d50c0,6301,String,100,true,329309657
assignment1.BubbleSortPassPerItem@61bbe9ba,6301,String,25,false,699713964
assignment1.BubbleSortUntilNoChange@610455d6,6301,String,25,false,184963494
assignment1.BubbleSortWhileNeeded@511d50c0,6301,String,25,false,26090924
assignment1.BubbleSortPassPerItem@61bbe9ba,6301,String,50,false,722747156
assignment1.BubbleSortUntilNoChange@610455d6,6301,String,50,false,386822834
assignment1.BubbleSortWhileNeeded@511d50c0,6301,String,50,false,110706486
assignment1.BubbleSortPassPerItem@61bbe9ba,6301,String,75,false,757429902
assignment1.BubbleSortUntilNoChange@610455d6,6301,String,75,false,606868330
assignment1.BubbleSortWhileNeeded@511d50c0,6301,String,75,false,252255914
assignment1.BubbleSortPassPerItem@61bbe9ba,4127,String,100,true,263125841
assignment1.BubbleSortUntilNoChange@610455d6,4127,String,100,true,275167006
assignment1.BubbleSortWhileNeeded@511d50c0,4127,String,100,true,121564712
assignment1.BubbleSortPassPerItem@61bbe9ba,4127,String,25,false,293577411
assignment1.BubbleSortUntilNoChange@610455d6,4127,String,25,false,77060086
assignment1.BubbleSortWhileNeeded@511d50c0,4127,String,25,false,9582119
assignment1.BubbleSortPassPerItem@61bbe9ba,4127,String,50,false,303044920
assignment1.BubbleSortUntilNoChange@610455d6,4127,String,50,false,155448632
assignment1.BubbleSortWhileNeeded@511d50c0,4127,String,50,false,40755750
assignment1.BubbleSortPassPerItem@61bbe9ba,4127,String,75,false,309799820
assignment1.BubbleSortUntilNoChange@610455d6,4127,String,75,false,239712848
assignment1.BubbleSortWhileNeeded@511d50c0,4127,String,75,false,95199710
assignment1.BubbleSortPassPerItem@61bbe9ba,1013,String,100,true,11634407
assignment1.BubbleSortUntilNoChange@610455d6,1013,String,100,true,13432136
assignment1.BubbleSortWhileNeeded@511d50c0,1013,String,100,true,7036494
assignment1.BubbleSortPassPerItem@61bbe9ba,1013,String,25,false,11455601
assignment1.BubbleSortUntilNoChange@610455d6,1013,String,25,false,3142059
assignment1.BubbleSortWhileNeeded@511d50c0,1013,String,25,false,529825
assignment1.BubbleSortPassPerItem@61bbe9ba,1013,String,50,false,11865699
assignment1.BubbleSortUntilNoChange@610455d6,1013,String,50,false,6707392
assignment1.BubbleSortWhileNeeded@511d50c0,1013,String,50,false,2113765
assignment1.BubbleSortPassPerItem@61bbe9ba,1013,String,75,false,13005432
assignment1.BubbleSortUntilNoChange@610455d6,1013,String,75,false,10755682
assignment1.BubbleSortWhileNeeded@511d50c0,1013,String,75,false,4824703
assignment1.BubbleSortPassPerItem@61bbe9ba,6450,String,100,true,658971934
assignment1.BubbleSortUntilNoChange@610455d6,6450,String,100,true,692228277
assignment1.BubbleSortWhileNeeded@511d50c0,6450,String,100,true,305468752
assignment1.BubbleSortPassPerItem@61bbe9ba,6450,String,25,false,733223954
assignment1.BubbleSortUntilNoChange@610455d6,6450,String,25,false,191498830
assignment1.BubbleSortWhileNeeded@511d50c0,6450,String,25,false,24816454
assignment1.BubbleSortPassPerItem@61bbe9ba,6450,String,50,false,747523359
assignment1.BubbleSortUntilNoChange@610455d6,6450,String,50,false,403424495
assignment1.BubbleSortWhileNeeded@511d50c0,6450,String,50,false,107408790
assignment1.BubbleSortPassPerItem@61bbe9ba,6450,String,75,false,773147613
assignment1.BubbleSortUntilNoChange@610455d6,6450,String,75,false,611817889
assignment1.BubbleSortWhileNeeded@511d50c0,6450,String,75,false,244399011
assignment1.BubbleSortPassPerItem@61bbe9ba,10648,String,100,true,2027046130
assignment1.BubbleSortUntilNoChange@610455d6,10648,String,100,true,2113976127
assignment1.BubbleSortWhileNeeded@511d50c0,10648,String,100,true,996902287
assignment1.BubbleSortPassPerItem@61bbe9ba,10648,String,25,false,2081304376
assignment1.BubbleSortUntilNoChange@610455d6,10648,String,25,false,551621224
assignment1.BubbleSortWhileNeeded@511d50c0,10648,String,25,false,82885572
assignment1.BubbleSortPassPerItem@61bbe9ba,10648,String,50,false,2148185179
assignment1.BubbleSortUntilNoChange@610455d6,10648,String,50,false,1166164369
assignment1.BubbleSortWhileNeeded@511d50c0,10648,String,50,false,339085127
assignment1.BubbleSortPassPerItem@61bbe9ba,10648,String,75,false,2249791265
assignment1.BubbleSortUntilNoChange@610455d6,10648,String,75,false,1804115274
assignment1.BubbleSortWhileNeeded@511d50c0,10648,String,75,false,759679268
assignment1.BubbleSortPassPerItem@61bbe9ba,25303,String,100,true,12289799161
assignment1.BubbleSortUntilNoChange@610455d6,25303,String,100,true,12697234110
assignment1.BubbleSortWhileNeeded@511d50c0,25303,String,100,true,5680970979
assignment1.BubbleSortPassPerItem@61bbe9ba,25303,String,25,false,13215572665
assignment1.BubbleSortUntilNoChange@610455d6,25303,String,25,false,3497401425
assignment1.BubbleSortWhileNeeded@511d50c0,25303,String,25,false,496303184
assignment1.BubbleSortPassPerItem@61bbe9ba,25303,String,50,false,13348686520
assignment1.BubbleSortUntilNoChange@610455d6,25303,String,50,false,7032550160
assignment1.BubbleSortWhileNeeded@511d50c0,25303,String,50,false,1836248568
assignment1.BubbleSortPassPerItem@61bbe9ba,25303,String,75,false,13563753705
assignment1.BubbleSortUntilNoChange@610455d6,25303,String,75,false,10605332481
assignment1.BubbleSortWhileNeeded@511d50c0,25303,String,75,false,4092252496
assignment1.BubbleSortPassPerItem@61bbe9ba,48142,String,100,true,45505431469
assignment1.BubbleSortUntilNoChange@610455d6,48142,String,100,true,46878836920
assignment1.BubbleSortWhileNeeded@511d50c0,48142,String,100,true,19830683220
assignment1.BubbleSortPassPerItem@61bbe9ba,48142,String,25,false,49231616813
assignment1.BubbleSortUntilNoChange@610455d6,48142,String,25,false,12935544051
assignment1.BubbleSortWhileNeeded@511d50c0,48142,String,25,false,1746814024
assignment1.BubbleSortPassPerItem@61bbe9ba,48142,String,50,false,49866947994
assignment1.BubbleSortUntilNoChange@610455d6,48142,String,50,false,26333504066
assignment1.BubbleSortWhileNeeded@511d50c0,48142,String,50,false,6908531835
assignment1.BubbleSortPassPerItem@61bbe9ba,48142,String,75,false,50877964822
assignment1.BubbleSortUntilNoChange@610455d6,48142,String,75,false,39783606390
assignment1.BubbleSortWhileNeeded@511d50c0,48142,String,75,false,15425079287
assignment1.BubbleSortPassPerItem@61bbe9ba,49834,String,100,true,49300994194
assignment1.BubbleSortUntilNoChange@610455d6,49834,String,100,true,50653752572
assignment1.BubbleSortWhileNeeded@511d50c0,49834,String,100,true,21491693308
assignment1.BubbleSortPassPerItem@61bbe9ba,49834,String,25,false,53348151662
assignment1.BubbleSortUntilNoChange@610455d6,49834,String,25,false,13949200481
assignment1.BubbleSortWhileNeeded@511d50c0,49834,String,25,false,1888265409
assignment1.BubbleSortPassPerItem@61bbe9ba,49834,String,50,false,54102503067
assignment1.BubbleSortUntilNoChange@610455d6,49834,String,50,false,28541377451
assignment1.BubbleSortWhileNeeded@511d50c0,49834,String,50,false,7486563199
assignment1.BubbleSortPassPerItem@61bbe9ba,49834,String,75,false,56008477386
assignment1.BubbleSortUntilNoChange@610455d6,49834,String,75,false,43341384008
assignment1.BubbleSortWhileNeeded@511d50c0,49834,String,75,false,17770060758
assignment1.BubbleSortPassPerItem@61bbe9ba,16907,String,100,true,5211079246
assignment1.BubbleSortUntilNoChange@610455d6,16907,String,100,true,5620081002
assignment1.BubbleSortWhileNeeded@511d50c0,16907,String,100,true,2903795670
assignment1.BubbleSortPassPerItem@61bbe9ba,16907,String,25,false,5889148840
assignment1.BubbleSortUntilNoChange@610455d6,16907,String,25,false,1447584635
assignment1.BubbleSortWhileNeeded@511d50c0,16907,String,25,false,218160607
assignment1.BubbleSortPassPerItem@61bbe9ba,16907,String,50,false,5566914702
assignment1.BubbleSortUntilNoChange@610455d6,16907,String,50,false,2994052433
assignment1.BubbleSortWhileNeeded@511d50c0,16907,String,50,false,867029271
assignment1.BubbleSortPassPerItem@61bbe9ba,16907,String,75,false,5626241297
assignment1.BubbleSortUntilNoChange@610455d6,16907,String,75,false,4453586026
assignment1.BubbleSortWhileNeeded@511d50c0,16907,String,75,false,1752480015
assignment1.BubbleSortPassPerItem@61bbe9ba,36878,String,100,true,26042721996
assignment1.BubbleSortUntilNoChange@610455d6,36878,String,100,true,26959113623
assignment1.BubbleSortWhileNeeded@511d50c0,36878,String,100,true,11593213110
assignment1.BubbleSortPassPerItem@61bbe9ba,36878,String,25,false,28456023093
assignment1.BubbleSortUntilNoChange@610455d6,36878,String,25,false,7440382997
assignment1.BubbleSortWhileNeeded@511d50c0,36878,String,25,false,985314293
assignment1.BubbleSortPassPerItem@61bbe9ba,36878,String,50,false,28876102106
assignment1.BubbleSortUntilNoChange@610455d6,36878,String,50,false,16725525876
assignment1.BubbleSortWhileNeeded@511d50c0,36878,String,50,false,4312456624
assignment1.BubbleSortPassPerItem@61bbe9ba,36878,String,75,false,38301833012
assignment1.BubbleSortUntilNoChange@610455d6,36878,String,75,false,26379660076
assignment1.BubbleSortWhileNeeded@511d50c0,36878,String,75,false,8971827048
assignment1.BubbleSortPassPerItem@61bbe9ba,28148,String,100,true,15587155842
assignment1.BubbleSortUntilNoChange@610455d6,28148,String,100,true,16123992140
assignment1.BubbleSortWhileNeeded@511d50c0,28148,String,100,true,7242219136
assignment1.BubbleSortPassPerItem@61bbe9ba,28148,String,25,false,16611399375
assignment1.BubbleSortUntilNoChange@610455d6,28148,String,25,false,4300936485
assignment1.BubbleSortWhileNeeded@511d50c0,28148,String,25,false,580476150
assignment1.BubbleSortPassPerItem@61bbe9ba,28148,String,50,false,16813220680
assignment1.BubbleSortUntilNoChange@610455d6,28148,String,50,false,8820278044
assignment1.BubbleSortWhileNeeded@511d50c0,28148,String,50,false,2295747524
assignment1.BubbleSortPassPerItem@61bbe9ba,28148,String,75,false,17097274254
assignment1.BubbleSortUntilNoChange@610455d6,28148,String,75,false,13405008976
assignment1.BubbleSortWhileNeeded@511d50c0,28148,String,75,false,5132505322
assignment1.BubbleSortPassPerItem@61bbe9ba,16691,String,100,true,5048405216
assignment1.BubbleSortUntilNoChange@610455d6,16691,String,100,true,5254973984
assignment1.BubbleSortWhileNeeded@511d50c0,16691,String,100,true,2362918398
assignment1.BubbleSortPassPerItem@61bbe9ba,16691,String,25,false,5365623960
assignment1.BubbleSortUntilNoChange@610455d6,16691,String,25,false,1415920109
assignment1.BubbleSortWhileNeeded@511d50c0,16691,String,25,false,195459308
assignment1.BubbleSortPassPerItem@61bbe9ba,16691,String,50,false,5464457233
assignment1.BubbleSortUntilNoChange@610455d6,16691,String,50,false,2914965420
assignment1.BubbleSortWhileNeeded@511d50c0,16691,String,50,false,784545232
assignment1.BubbleSortPassPerItem@61bbe9ba,16691,String,75,false,5613634980
assignment1.BubbleSortUntilNoChange@610455d6,16691,String,75,false,4450841295
assignment1.BubbleSortWhileNeeded@511d50c0,16691,String,75,false,1758723096
assignment1.BubbleSortPassPerItem@61bbe9ba,12270,String,100,true,2735394126
assignment1.BubbleSortUntilNoChange@610455d6,12270,String,100,true,2828727604
assignment1.BubbleSortWhileNeeded@511d50c0,12270,String,100,true,1321627511
assignment1.BubbleSortPassPerItem@61bbe9ba,12270,String,25,false,2820550173
assignment1.BubbleSortUntilNoChange@610455d6,12270,String,25,false,755370580
assignment1.BubbleSortWhileNeeded@511d50c0,12270,String,25,false,110173031
assignment1.BubbleSortPassPerItem@61bbe9ba,12270,String,50,false,2896756425
assignment1.BubbleSortUntilNoChange@610455d6,12270,String,50,false,1542556511
assignment1.BubbleSortWhileNeeded@511d50c0,12270,String,50,false,444600346
assignment1.BubbleSortPassPerItem@61bbe9ba,12270,String,75,false,3013463864
assignment1.BubbleSortUntilNoChange@610455d6,12270,String,75,false,2398172842
assignment1.BubbleSortWhileNeeded@511d50c0,12270,String,75,false,996966856
assignment1.BubbleSortPassPerItem@61bbe9ba,49112,String,100,true,50027055249
assignment1.BubbleSortUntilNoChange@610455d6,49112,String,100,true,49950521904
assignment1.BubbleSortWhileNeeded@511d50c0,49112,String,100,true,21123728790
assignment1.BubbleSortPassPerItem@61bbe9ba,49112,String,25,false,52249143320
assignment1.BubbleSortUntilNoChange@610455d6,49112,String,25,false,13699226874
assignment1.BubbleSortWhileNeeded@511d50c0,49112,String,25,false,1847731556
assignment1.BubbleSortPassPerItem@61bbe9ba,49112,String,50,false,53121698142
assignment1.BubbleSortUntilNoChange@610455d6,49112,String,50,false,29248217444
assignment1.BubbleSortWhileNeeded@511d50c0,49112,String,50,false,7303440555
assignment1.BubbleSortPassPerItem@61bbe9ba,49112,String,75,false,54051802804
assignment1.BubbleSortUntilNoChange@610455d6,49112,String,75,false,42437622261
assignment1.BubbleSortWhileNeeded@511d50c0,49112,String,75,false,16321242570
assignment1.BubbleSortPassPerItem@61bbe9ba,99665,String,100,true,405685286263
assignment1.BubbleSortUntilNoChange@610455d6,99665,String,100,true,421754636436
assignment1.BubbleSortWhileNeeded@511d50c0,99665,String,100,true,155286570984
assignment1.BubbleSortPassPerItem@61bbe9ba,99665,String,25,false,393648424289
assignment1.BubbleSortUntilNoChange@610455d6,99665,String,25,false,106684318749
assignment1.BubbleSortWhileNeeded@511d50c0,99665,String,25,false,8354832918
assignment1.BubbleSortPassPerItem@61bbe9ba,99665,String,50,false,399956464903
assignment1.BubbleSortUntilNoChange@610455d6,99665,String,50,false,218882034326
assignment1.BubbleSortWhileNeeded@511d50c0,99665,String,50,false,33463825482
assignment1.BubbleSortPassPerItem@61bbe9ba,99665,String,75,false,410306057016
assignment1.BubbleSortUntilNoChange@610455d6,99665,String,75,false,333834697890
assignment1.BubbleSortWhileNeeded@511d50c0,99665,String,75,false,88084429700
assignment1.BubbleSortPassPerItem@61bbe9ba,92764,String,100,true,322221494111
assignment1.BubbleSortUntilNoChange@610455d6,92764,String,100,true,337195719016
assignment1.BubbleSortWhileNeeded@511d50c0,92764,String,100,true,123767194892
assignment1.BubbleSortPassPerItem@61bbe9ba,92764,String,25,false,315470236372
assignment1.BubbleSortUntilNoChange@610455d6,92764,String,25,false,84218896492
assignment1.BubbleSortWhileNeeded@511d50c0,92764,String,25,false,7217715054
assignment1.BubbleSortPassPerItem@61bbe9ba,92764,String,50,false,320554849109
assignment1.BubbleSortUntilNoChange@610455d6,92764,String,50,false,174785383600
assignment1.BubbleSortWhileNeeded@511d50c0,92764,String,50,false,28756306189
assignment1.BubbleSortPassPerItem@61bbe9ba,92764,String,75,false,326600537828
assignment1.BubbleSortUntilNoChange@610455d6,92764,String,75,false,260557536507
assignment1.BubbleSortWhileNeeded@511d50c0,92764,String,75,false,72369515126
assignment1.BubbleSortPassPerItem@61bbe9ba,81144,String,100,true,228781992596
assignment1.BubbleSortUntilNoChange@610455d6,81144,String,100,true,235672026915
assignment1.BubbleSortWhileNeeded@511d50c0,81144,String,100,true,84351308965
assignment1.BubbleSortPassPerItem@61bbe9ba,81144,String,25,false,221289671618
assignment1.BubbleSortUntilNoChange@610455d6,81144,String,25,false,59759425595
assignment1.BubbleSortWhileNeeded@511d50c0,81144,String,25,false,5418310663
assignment1.BubbleSortPassPerItem@61bbe9ba,81144,String,50,false,224760486864
assignment1.BubbleSortUntilNoChange@610455d6,81144,String,50,false,121991982604
assignment1.BubbleSortWhileNeeded@511d50c0,81144,String,50,false,21674710128
assignment1.BubbleSortPassPerItem@61bbe9ba,81144,String,75,false,301551193373
assignment1.BubbleSortUntilNoChange@610455d6,81144,String,75,false,245013932176
assignment1.BubbleSortWhileNeeded@511d50c0,81144,String,75,false,67877338018
assignment1.BubbleSortPassPerItem@61bbe9ba,86008,String,100,true,187858793758
